Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,TTD,SOC,Voltage,Start_time
3.747453438,-2.009502815,28.07504805,1.9986,2.838,526.188,1.625763993,2669.937,0.911802632,3.760736022,3196.125
3.74387863,-2.008538489,28.15026759,1.9986,2.834,537.375,1.625763993,2658.75,0.910180982,3.756846502,3196.125
3.739152142,-2.001225989,28.20116206,1.9986,2.829,548.578,1.625763993,2647.547,0.908574463,3.7532966,3196.125
3.735444293,-2.00793502,28.24949622,1.9986,2.825,559.781,1.625763993,2636.344,0.906833117,3.749094363,3196.125
3.731772498,-2.005291702,28.30216637,1.9986,2.82,570.953,1.625763993,2625.172,0.90511521,3.745361149,3196.125
3.727816752,-2.009754186,28.34624785,1.9986,2.817,582.172,1.625763993,2613.953,0.903391545,3.741724382,3196.125
3.7242644,-1.996656637,28.38984655,1.9986,2.814,593.375,1.625763993,2602.75,0.901622776,3.738089244,3196.125
3.720257261,-2.007581448,28.41260029,1.9986,2.81,604.61,1.625763993,2591.515,0.899852037,3.734449209,3196.125
3.718485096,-2.008684664,28.41659236,1.9986,2.808,615.813,1.625763993,2580.312,0.898031856,3.730712775,3196.125
3.7145662,-2.006732324,28.44814723,1.9986,2.805,627.031,1.625763993,2569.094,0.896420974,3.72824703,3196.125
3.711170697,-1.999854321,28.46374801,1.9986,2.801,638.219,1.625763993,2557.906,0.894667988,3.724979749,3196.125
3.708758396,-2.010508191,28.48389718,1.9986,2.799,649.406,1.625763993,2546.719,0.892893376,3.721603588,3196.125
3.705286877,-2.007248463,28.49021633,1.9986,2.796,660.578,1.625763993,2535.547,0.891220124,3.718917375,3196.125
3.702481289,-2.009540431,28.4884085,1.9986,2.793,671.813,1.625763993,2524.312,0.889470306,3.715767855,3196.125
3.700118715,-2.008527003,28.49741486,1.9986,2.791,683.063,1.625763993,2513.062,0.887756679,3.712899123,3196.125
3.696483964,-2.001552437,28.48937345,1.9986,2.787,694.281,1.625763993,2501.844,0.886104561,3.710385376,3196.125
3.693416764,-2.012594024,28.49112396,1.9986,2.785,705.485,1.625763993,2490.64,0.884340977,3.70714161,3196.125
3.690153145,-2.011740348,28.49384768,1.9986,2.782,716.688,1.625763993,2479.437,0.882593563,3.704105972,3196.125
3.687608098,-2.007599047,28.4923814,1.9988,2.779,727.875,1.625763993,2468.25,0.88082659,3.700985339,3196.125
3.68520598,-2.002606675,28.50468483,1.9986,2.776,739.063,1.625763993,2457.062,0.879128467,3.698254948,3196.125
3.682605675,-2.005861062,28.49689963,1.9986,2.771,750.281,1.625763993,2445.844,0.877478842,3.695684856,3196.125
3.679262328,-2.006845004,28.50227627,1.9986,2.769,761.469,1.625763993,2434.656,0.875838771,3.69313315,3196.125
3.676079962,-2.006148315,28.51039086,1.9986,2.767,772.625,1.625763993,2423.5,0.874125742,3.690140138,3196.125
3.673699289,-2.008731073,28.51559027,1.9988,2.765,783.891,1.625763993,2412.234,0.872399216,3.687044955,3196.125
3.670852215,-2.009544207,28.52489871,1.9986,2.762,795.11,1.625763993,2401.015,0.87075616,3.684414912,3196.125
3.667893794,-2.005947907,28.53830069,1.9986,2.759,806.281,1.625763993,2389.844,0.86910448,3.681699679,3196.125
3.664855176,-2.00748675,28.54146694,1.9986,2.756,817.485,1.625763993,2378.64,0.867440195,3.678827156,3196.125
3.662035877,-2.009771116,28.54887049,1.9986,2.754,828.703,1.625763993,2367.422,0.865770323,3.675878855,3196.125
3.659253804,-2.008413453,28.56837372,1.9988,2.751,839.953,1.625763993,2356.172,0.864125341,3.673059856,3196.125
3.656699791,-2.001227721,28.57961332,1.9986,2.748,851.235,1.625763993,2344.89,0.862497447,3.670311673,3196.125
3.653848997,-2.011012103,28.60476515,1.9986,2.745,862.485,1.625763993,2333.64,0.860903093,3.667618288,3196.125
3.651048026,-2.002995096,28.62291538,1.9986,2.743,873.703,1.625763993,2322.422,0.859305515,3.664938407,3196.125
3.647950771,-2.001095844,28.64008452,1.9986,2.74,884.922,1.625763993,2311.203,0.857710159,3.662175007,3196.125
3.645797484,-2.014369249,28.67075581,1.9988,2.737,896.11,1.625763993,2300.015,0.856096002,3.659164502,3196.125
3.642366483,-2.003133886,28.6961989,1.9986,2.735,907.328,1.625763993,2288.797,0.854575783,3.656811548,3196.125
3.639792935,-2.010783797,28.7210265,1.9986,2.732,918.531,1.625763993,2277.594,0.852967599,3.653735248,3196.125
3.637068188,-2.004284088,28.76136782,1.9986,2.729,929.75,1.625763993,2266.375,0.851419866,3.651070043,3196.125
3.634499721,-2.010489517,28.78759908,1.9986,2.727,940.969,1.625763993,2255.156,0.849880556,3.648315109,3196.125
3.631361319,-2.007452614,28.81774104,1.9986,2.724,952.188,1.625763993,2243.937,0.848370823,3.64574143,3196.125
3.629366905,-2.020631718,28.86278119,1.9988,2.722,963.375,1.625763993,2232.75,0.846822669,3.642778106,3196.125
3.626594766,-2.015990823,28.90221802,1.9986,2.719,974.578,1.625763993,2221.547,0.845374445,3.640499805,3196.125
3.624396762,-1.999657966,28.94925072,1.9986,2.717,985.781,1.625763993,2210.344,0.843892895,3.638007021,3196.125
3.62149115,-2.007093429,28.96262806,1.9986,2.714,996.969,1.625763993,2199.156,0.842452163,3.635562988,3196.125
3.617611397,-2.010425652,28.99744988,1.9986,2.711,1008.156,1.625763993,2187.969,0.840981124,3.632895056,3196.125
3.615998819,-2.015632887,29.06450333,1.9988,2.707,1019.391,1.625763993,2176.734,0.839418509,3.629549901,3196.125
3.613554252,-2.008955764,29.09548978,1.9986,2.703,1030.594,1.625763993,2165.531,0.838022321,3.627302305,3196.125
3.611107612,-2.007575456,29.13721818,1.9986,2.702,1041.766,1.625763993,2154.359,0.836616533,3.624929464,3196.125
3.607464262,-2.010098431,29.16980766,1.9986,2.7,1052.969,1.625763993,2143.156,0.835214841,3.622501454,3196.125
3.606227688,-1.998954203,29.20537726,1.9988,2.697,1064.172,1.625763993,2131.953,0.833722837,3.619449884,3196.125
3.603308126,-2.010071239,29.24689302,1.9986,2.695,1075.375,1.625763993,2120.75,0.832399914,3.617390366,3196.125
3.601022569,-2.004564531,29.28607057,1.9986,2.693,1086.594,1.625763993,2109.531,0.831008217,3.614911779,3196.125
3.598624084,-2.002540983,29.33569169,1.9986,2.69,1097.781,1.625763993,2098.344,0.829645783,3.612555811,3196.125
3.595365291,-1.997236445,29.37337895,1.9988,2.688,1109,1.625763993,2087.125,0.828290084,3.610200166,3196.125
3.594325754,-2.007028798,29.4000886,1.9988,2.686,1120.235,1.625763993,2075.89,0.826873725,3.607252283,3196.125
3.591348069,-2.006719112,29.4508044,1.9986,2.683,1131.422,1.625763993,2064.703,0.825622403,3.605515971,3196.125
3.588952329,-2.00695602,29.47449818,1.9986,2.681,1142.625,1.625763993,2053.5,0.82427295,3.603031854,3196.125
3.586594301,-2.012121348,29.52147833,1.9986,2.679,1153.844,1.625763993,2042.281,0.822945095,3.60061105,3196.125
3.583928327,-2.005324273,29.55965808,1.9986,2.676,1165.094,1.625763993,2031.031,0.821631925,3.598299286,3196.125
3.582214197,-2.011855311,29.58989867,1.9986,2.673,1176.266,1.625763993,2019.859,0.820301971,3.595729067,3196.125
3.579637893,-2.006788676,29.63405007,1.9988,2.671,1187.453,1.625763993,2008.672,0.819047426,3.593746733,3196.125
3.577433129,-2.010348682,29.67181327,1.9986,2.669,1198.641,1.625763993,1997.484,0.817752093,3.591380347,3196.125
3.575248772,-2.006556713,29.71574098,1.9988,2.667,1209.844,1.625763993,1986.281,0.816479874,3.589166798,3196.125
3.572716854,-2.008006008,29.75426468,1.9986,2.665,1221.047,1.625763993,1975.078,0.815218312,3.586957437,3196.125
3.570420618,-2.004774855,29.79276237,1.9986,2.663,1232.219,1.625763993,1963.906,0.813940962,3.584598701,3196.125
3.568336407,-2.013052495,29.81841515,1.9986,2.661,1243.485,1.625763993,1952.64,0.812679503,3.582233788,3196.125
3.566279921,-2.012435272,29.85631335,1.9986,2.659,1254.688,1.625763993,1941.437,0.811445429,3.580101429,3196.125
3.563937755,-2.005049077,29.89873552,1.9986,2.657,1265.891,1.625763993,1930.234,0.810222336,3.578062803,3196.125
3.561894179,-2.008822544,29.9429025,1.9988,2.655,1277.11,1.625763993,1919.015,0.808984908,3.575802701,3196.125
3.559809708,-2.010562406,29.9656884,1.9986,2.652,1288.297,1.625763993,1907.828,0.807771783,3.573683758,3196.125
3.558392624,-2.011868613,30.00977242,1.9986,2.651,1299.469,1.625763993,1896.656,0.806566662,3.571615085,3196.125
3.555614547,-2.003582861,30.03946218,1.9988,2.648,1310.688,1.625763993,1885.437,0.805412493,3.569975767,3196.125
3.553655178,-2.00757966,30.08904416,1.9988,2.646,1321.891,1.625763993,1874.234,0.804181205,3.567633578,3196.125
3.551202193,-2.004481049,30.13884676,1.9986,2.644,1333.156,1.625763993,1862.969,0.802991176,3.565571741,3196.125
3.549703834,-1.992442242,30.15927445,1.9986,2.642,1344.406,1.625763993,1851.719,0.801780473,3.563325973,3196.125
3.546519669,-2.005344122,30.20116688,1.9986,2.64,1355.641,1.625763993,1840.484,0.800631139,3.561433596,3196.125
3.545179399,-2.007145845,30.2386733,1.9986,2.638,1366.906,1.625763993,1829.219,0.799393724,3.55885147,3196.125
3.543120342,-2.002645773,30.27687453,1.9988,2.636,1378.125,1.625763993,1818,0.798255796,3.557052381,3196.125
3.54161596,-2.002912877,30.32279839,1.9986,2.634,1389.36,1.625763993,1806.765,0.79709819,3.555095313,3196.125
3.538954938,-2.004822451,30.34181671,1.9986,2.633,1400.594,1.625763993,1795.531,0.795975827,3.553390239,3196.125
3.537255832,-2.007899893,30.38579085,1.9988,2.631,1411.828,1.625763993,1784.297,0.794791808,3.551147741,3196.125
3.535700058,-2.000325669,30.42338561,1.9988,2.629,1423.078,1.625763993,1773.047,0.793656637,3.549289579,3196.125
3.532352787,-2.002115275,30.46782085,1.9988,2.628,1434.328,1.625763993,1761.797,0.792543867,3.547581294,3196.125
3.530558471,-2.006147416,30.50488401,1.9988,2.625,1445.547,1.625763993,1750.578,0.791326983,3.544918845,3196.125
3.529700309,-1.998170634,30.54026704,1.9986,2.623,1456.781,1.625763993,1739.344,0.79018663,3.542851793,3196.125
3.527937374,-2.009098311,30.56789133,1.9986,2.622,1468.016,1.625763993,1728.109,0.789123152,3.541413103,3196.125
3.525200154,-2.009329376,30.60160349,1.9986,2.62,1479.235,1.625763993,1716.89,0.788029599,3.539835835,3196.125
3.523307631,-2.015729428,30.6473515,1.9988,2.618,1490.438,1.625763993,1705.687,0.786867472,3.537571947,3196.125
3.522183801,-2.008920566,30.67380693,1.9988,2.616,1501.719,1.625763993,1694.406,0.785744773,3.535597879,3196.125
3.520220813,-2.00395661,30.71159369,1.9986,2.614,1512.938,1.625763993,1683.187,0.78467894,3.534133433,3196.125
3.518180689,-2.014429908,30.76144628,1.9988,2.613,1524.172,1.625763993,1671.953,0.783578396,3.532320983,3196.125
3.516139055,-2.01290616,30.78187329,1.9986,2.611,1535.375,1.625763993,1660.75,0.782469529,3.530424964,3196.125
3.514944314,-2.006790086,30.81099514,1.9986,2.61,1546.563,1.625763993,1649.562,0.781359449,3.528488331,3196.125
3.513603283,-2.016342367,30.82756725,1.9986,2.608,1557.766,1.625763993,1638.359,0.780301263,3.526920993,3196.125
3.511402969,-2.010748961,30.88432094,1.9988,2.606,1568.969,1.625763993,1627.156,0.779252351,3.525580804,3196.125
3.510178963,-2.009079619,30.91280331,1.9988,2.604,1580.156,1.625763993,1615.969,0.778151756,3.52371055,3196.125
3.507889695,-2.008415647,30.95793598,1.9988,2.603,1591.391,1.625763993,1604.734,0.777101591,3.522236694,3196.125
3.506308736,-2.004466526,31.00151038,1.9986,2.601,1602.641,1.625763993,1593.484,0.776001431,3.520311538,3196.125
3.504778976,-2.008612699,31.02899905,1.9988,2.6,1613.828,1.625763993,1582.297,0.774933115,3.518560442,3196.125
3.503726186,-2.015820793,31.08952318,1.9988,2.598,1625.031,1.625763993,1571.094,0.773878813,3.516956958,3196.125
3.501564504,-1.996474542,31.09382878,1.9986,2.596,1636.344,1.625763993,1559.781,0.772856626,3.515763785,3196.125
3.500296972,-2.011505812,31.14965111,1.9988,2.595,1647.547,1.625763993,1548.578,0.771776566,3.513891049,3196.125
3.498263114,-2.001639931,31.18877245,1.9988,2.594,1658.781,1.625763993,1537.344,0.770741332,3.512484117,3196.125
3.497966036,-2.01496808,31.22973911,1.9988,2.592,1670.016,1.625763993,1526.109,0.769669614,3.510621164,3196.125
3.495927006,-2.014772206,31.24798705,1.9986,2.59,1681.188,1.625763993,1514.937,0.768695108,3.509723887,3196.125
3.494406892,-2.015938754,31.28952929,1.9986,2.588,1692.406,1.625763993,1503.719,0.767642825,3.508162151,3196.125
3.492629919,-2.007453774,31.33506998,1.9986,2.587,1703.625,1.625763993,1492.5,0.766603581,3.506678363,3196.125
3.490931958,-2.008375035,31.3650255,1.9988,2.586,1714.781,1.625763993,1481.344,0.765552635,3.504984223,3196.125
3.489653652,-2.008826508,31.39741182,1.9988,2.584,1726.016,1.625763993,1470.109,0.764507268,3.503305514,3196.125
3.487891217,-2.000543033,31.42787767,1.9986,2.583,1737.203,1.625763993,1458.922,0.763488076,3.501908716,3196.125
3.486520928,-2.005969207,31.46131557,1.9988,2.581,1748.406,1.625763993,1447.719,0.762447683,3.500249535,3196.125
3.485175543,-2.004567242,31.51018724,1.9986,2.58,1759.641,1.625763993,1436.484,0.761428061,3.498808301,3196.125
3.484224879,-2.002584697,31.53648719,1.9988,2.578,1770.891,1.625763993,1425.234,0.760414126,3.497418091,3196.125
3.482466038,-2.006299317,31.58007852,1.9988,2.577,1782.063,1.625763993,1414.062,0.75942594,3.496272448,3196.125
3.481030026,-2.008705065,31.61651029,1.9988,2.576,1793.266,1.625763993,1402.859,0.758399794,3.494769951,3196.125
3.479150172,-2.006801599,31.64481779,1.9986,2.574,1804.641,1.625763993,1391.484,0.757384126,3.493328189,3196.125
3.477738679,-2.00578373,31.69612001,1.9988,2.572,1816,1.625763993,1380.125,0.756346607,3.491651766,3196.125
3.476265167,-2.008546924,31.72489851,1.9986,2.571,1827.391,1.625763993,1368.734,0.755330461,3.490114918,3196.125
3.474329919,-2.009298179,31.76495781,1.9988,2.57,1838.828,1.625763993,1357.297,0.754317743,3.488640246,3196.125
3.474171821,-2.008304436,31.80814842,1.9986,2.568,1850.219,1.625763993,1345.906,0.753280146,3.48691778,3196.125
3.471950778,-2.020759604,31.84193161,1.9986,2.567,1861.547,1.625763993,1334.578,0.752335102,3.486053868,3196.125
3.471659196,-1.996149111,31.86988395,1.9986,2.566,1872.985,1.625763993,1323.14,0.751300753,3.484543969,3196.125
3.470062536,-2.016302386,31.91445353,1.9986,2.565,1884.344,1.625763993,1311.781,0.750348349,3.483575804,3196.125
3.468263971,-2.026718552,31.94898214,1.9986,2.563,1895.719,1.625763993,1300.406,0.74935032,3.482266363,3196.125
3.467362052,-2.016937023,31.97416267,1.9986,2.562,1907.047,1.625763993,1289.078,0.748329051,3.480755435,3196.125
3.464809463,-2.005237494,32.02255592,1.9986,2.56,1918.453,1.625763993,1277.672,0.747349659,3.479633262,3196.125
3.464056857,-2.0019026,32.07036362,1.9986,2.559,1929.813,1.625763993,1266.312,0.74628935,3.477650906,3196.125
3.46218813,-2.005051214,32.09576967,1.9988,2.558,1941.125,1.625763993,1255,0.745310544,3.476368744,3196.125
3.461057942,-2.003942834,32.13238181,1.9986,2.556,1952.485,1.625763993,1243.64,0.744291658,3.474774636,3196.125
3.459822142,-2.013824893,32.1710656,1.9986,2.555,1963.891,1.625763993,1232.234,0.743302712,3.473419514,3196.125
3.458150562,-2.001220943,32.2184355,1.9986,2.554,1975.297,1.625763993,1220.828,0.742316457,3.472235699,3196.125
3.456858874,-2.006552806,32.25836428,1.9986,2.552,1986.641,1.625763993,1209.484,0.741304032,3.470695202,3196.125
3.455560141,-2.011738846,32.29467174,1.9988,2.551,1998.031,1.625763993,1198.094,0.740309111,3.469309019,3196.125
3.45419322,-2.008246363,32.33059902,1.9986,2.55,2009.406,1.625763993,1186.719,0.739317704,3.468015282,3196.125
3.45206364,-2.013627106,32.3722418,1.9986,2.548,2020.844,1.625763993,1175.281,0.738322278,3.466651885,3196.125
3.450372095,-2.002762648,32.42634201,1.9988,2.546,2032.219,1.625763993,1163.906,0.737285322,3.464925075,3196.125
3.449389802,-2.008287536,32.44905766,1.9986,2.545,2043.594,1.625763993,1152.531,0.736259553,3.463156275,3196.125
3.447962135,-2.008114358,32.49285954,1.9986,2.544,2055.031,1.625763993,1141.094,0.735277078,3.461898233,3196.125
3.446047396,-2.009964389,32.53946838,1.9986,2.542,2066.422,1.625763993,1129.703,0.734279217,3.460538402,3196.125
3.445414056,-2.000881059,32.58769537,1.9986,2.54,2077.797,1.625763993,1118.328,0.733251093,3.458908696,3196.125
3.444018509,-2.005543519,32.6221149,1.9988,2.539,2089.156,1.625763993,1106.969,0.732282945,3.457811396,3196.125
3.44145473,-1.994573452,32.65379102,1.9986,2.538,2100.563,1.625763993,1095.562,0.731290605,3.4565981,3196.125
3.440476526,-2.010905394,32.69799117,1.9986,2.536,2111.938,1.625763993,1084.187,0.730226845,3.454505014,3196.125
3.438972921,-2.005088437,32.72752717,1.9986,2.535,2123.297,1.625763993,1072.828,0.729233384,3.453166824,3196.125
3.437273953,-2.019125551,32.76638959,1.9986,2.534,2134.641,1.625763993,1061.484,0.728225192,3.451666032,3196.125
3.435636141,-2.019472779,32.82425075,1.9986,2.532,2145.985,1.625763993,1050.14,0.727204035,3.45012426,3196.125
3.434194063,-2.008470793,32.84777484,1.9988,2.53,2157.328,1.625763993,1038.797,0.726179235,3.44856397,3196.125
3.433478887,-2.006333125,32.8901425,1.9988,2.529,2168.703,1.625763993,1027.422,0.725163064,3.447064676,3196.125
3.431275983,-2.006268341,32.94975401,1.9986,2.528,2180.11,1.625763993,1016.015,0.724188081,3.446034335,3196.125
3.429641915,-2.009265883,32.97392256,1.9986,2.526,2191.5,1.625763993,1004.625,0.723142164,3.444284725,3196.125
3.428537127,-2.01587653,33.02273074,1.9986,2.524,2202.891,1.625763993,993.234,0.722109727,3.442622711,3196.125
3.426076641,-2.007488825,33.06078274,1.9988,2.522,2214.266,1.625763993,981.859,0.721106971,3.441351522,3196.125
3.423755212,-2.004635896,33.1033421,1.9986,2.521,2225.625,1.625763993,970.5,0.720035853,3.439375982,3196.125
3.423175687,-2.008222622,33.14599314,1.9986,2.519,2237,1.625763993,959.125,0.718954583,3.437203913,3196.125
3.42100309,-1.998273562,33.17966733,1.9988,2.518,2248.453,1.625763993,947.672,0.717962317,3.436036866,3196.125
3.419322608,-2.005433727,33.21978153,1.9986,2.516,2259.828,1.625763993,936.297,0.716904705,3.434224925,3196.125
3.417623497,-2.000930657,33.26223359,1.9986,2.514,2271.203,1.625763993,924.922,0.715857201,3.432555882,3196.125
3.415956539,-2.024553911,33.30647773,1.9986,2.512,2282.563,1.625763993,913.562,0.714807873,3.430777998,3196.125
3.413603135,-1.998748738,33.36120487,1.9986,2.51,2293.906,1.625763993,902.219,0.713760792,3.429271021,3196.125
3.411634608,-1.999956316,33.40634127,1.9988,2.508,2305.266,1.625763993,890.859,0.71266928,3.427178005,3196.125
3.411042776,-2.016509338,33.45224428,1.9986,2.507,2316.625,1.625763993,879.5,0.711589341,3.425128187,3196.125
3.408639626,-1.9962005,33.48884747,1.9986,2.505,2327.985,1.625763993,868.14,0.710585374,3.424080341,3196.125
3.406061311,-2.018844025,33.5454109,1.9986,2.503,2339.344,1.625763993,856.781,0.70949818,3.422090532,3196.125
3.404631433,-1.998497685,33.57968207,1.9986,2.501,2350.672,1.625763993,845.453,0.708381802,3.419923964,3196.125
3.401840503,-2.012817422,33.62831941,1.9986,2.499,2362.047,1.625763993,834.078,0.707313105,3.41810073,3196.125
3.400029433,-2.008392102,33.67137778,1.9986,2.497,2373.391,1.625763993,822.734,0.706184173,3.415793527,3196.125
3.398557298,-2.008687462,33.70868039,1.9986,2.495,2384.719,1.625763993,811.406,0.705087413,3.413788682,3196.125
3.395283161,-2.008965923,33.75503303,1.9986,2.492,2396.11,1.625763993,800.015,0.704015597,3.412120814,3196.125
3.393889997,-1.999320137,33.80003272,1.9988,2.49,2407.5,1.625763993,788.625,0.702849263,3.409563028,3196.125
3.391339707,-2.008485805,33.83806648,1.9986,2.488,2418.844,1.625763993,777.281,0.701756304,3.407653794,3196.125
3.388978089,-2.008887254,33.89986241,1.9988,2.486,2430.188,1.625763993,765.937,0.700619226,3.405432298,3196.125
3.386959615,-2.004780713,33.92813631,1.9986,2.484,2441.5,1.625763993,754.625,0.699475201,3.403152455,3196.125
3.384518368,-2.017559003,33.9831616,1.9988,2.481,2452.875,1.625763993,743.25,0.698345374,3.401010556,3196.125
3.381479116,-2.012889314,34.02342284,1.9986,2.479,2464.25,1.625763993,731.875,0.697193534,3.398768116,3196.125
3.378046953,-2.01434919,34.0766013,1.9988,2.476,2475.641,1.625763993,720.484,0.695997503,3.396075935,3196.125
3.376225825,-2.012028154,34.13450994,1.9988,2.473,2486.985,1.625763993,709.14,0.694763965,3.393011655,3196.125
3.373788135,-2.001800081,34.18240548,1.9988,2.47,2498.313,1.625763993,697.812,0.693602831,3.390747754,3196.125
3.370372336,-2.013419986,34.23927242,1.9986,2.468,2509.641,1.625763993,686.484,0.692423685,3.388337368,3196.125
3.367151179,-2.016605046,34.28874665,1.9988,2.464,2521.078,1.625763993,675.047,0.6911832,3.385392714,3196.125
3.364068935,-2.010694457,34.32752039,1.9988,2.461,2532.469,1.625763993,663.656,0.68993047,3.382359009,3196.125
3.360299329,-2.01747397,34.3829663,1.9986,2.458,2543.813,1.625763993,652.312,0.68867603,3.379314143,3196.125
3.357182006,-2.006574109,34.43373989,1.9986,2.455,2555.11,1.625763993,641.015,0.687378112,3.37595217,3196.125
3.3525874,-2.015404006,34.48069167,1.9986,2.451,2566.438,1.625763993,629.687,0.686096476,3.37272359,3196.125
3.348750298,-2.000748264,34.52518531,1.9986,2.447,2577.781,1.625763993,618.344,0.684733356,3.368828092,3196.125
3.344950807,-2.008468714,34.58643757,1.9986,2.442,2589.188,1.625763993,606.937,0.683380253,3.36497917,3196.125
3.340434067,-1.996944405,34.63756919,1.9988,2.438,2600.578,1.625763993,595.547,0.682026244,3.361286537,3196.125
3.335063694,-1.996740749,34.70441422,1.9986,2.434,2611.922,1.625763993,584.203,0.680623137,3.357151388,3196.125
3.331162837,-2.012995905,34.74823909,1.9988,2.428,2623.281,1.625763993,572.844,0.679151445,3.352305578,3196.125
3.324773684,-2.00684164,34.7935199,1.9986,2.422,2634.625,1.625763993,561.5,0.67773469,3.34818201,3196.125
3.319096879,-2.00732545,34.85888606,1.9986,2.417,2645.985,1.625763993,550.14,0.676183133,3.34280332,3196.125
3.31267438,-2.008435931,34.91950695,1.9986,2.41,2657.328,1.625763993,538.797,0.674623133,3.337361817,3196.125
3.305718445,-2.010084902,34.97506262,1.9988,2.404,2668.703,1.625763993,527.422,0.673007789,3.331458337,3196.125
3.298111533,-2.009900443,35.01897945,1.9988,2.397,2680,1.625763993,516.125,0.671334936,3.325068183,3196.125
3.290173457,-2.010030145,35.09029745,1.9986,2.389,2691.344,1.625763993,504.781,0.669596396,3.318127632,3196.125
3.28144127,-2.006940578,35.15117282,1.9986,2.381,2702.735,1.625763993,493.39,0.667805252,3.310767922,3196.125
3.271928952,-2.007691086,35.21951824,1.9986,2.371,2714.094,1.625763993,482.031,0.665939381,3.302770927,3196.125
3.261591902,-2.008636206,35.27806886,1.9986,2.362,2725.453,1.625763993,470.672,0.663992104,3.294072246,3196.125
3.250552331,-2.008962824,35.33587469,1.9986,2.351,2736.86,1.625763993,459.265,0.66195774,3.284628783,3196.125
3.238558315,-2.009110031,35.41052701,1.9986,2.339,2748.235,1.625763993,447.89,0.659839433,3.274496282,3196.125
3.224734095,-2.00460666,35.46541512,1.9988,2.326,2759.578,1.625763993,436.547,0.657621958,3.263530761,3196.125
3.210635661,-2.012695469,35.53235033,1.9986,2.313,2770.938,1.625763993,425.187,0.655252508,3.251145585,3196.125
3.19477405,-2.011427505,35.60052123,1.9986,2.297,2782.313,1.625763993,413.812,0.652800022,3.238107809,3196.125
3.177816905,-2.007422559,35.66518695,1.9986,2.281,2793.625,1.625763993,402.5,0.650198238,3.223768365,3196.125
3.158688727,-2.012039857,35.74922329,1.9986,2.263,2805.047,1.625763993,391.078,0.647465431,3.208266972,3196.125
3.138015993,-2.010005299,35.83072252,1.9986,2.243,2816.422,1.625763993,379.703,0.644546764,3.191084769,3196.125
3.116081361,-2.011983071,35.92220842,1.9986,2.221,2827.781,1.625763993,368.344,0.641460704,3.172312485,3196.125
3.089997782,-2.015476103,35.99531543,1.9986,2.196,2839.156,1.625763993,356.969,0.638227499,3.152194561,3196.125
3.061405612,-1.996984714,36.08508793,1.9986,2.169,2850.516,1.625763993,345.609,0.634700411,3.129248003,3196.125
3.029848852,-2.010113868,36.17950777,1.9986,2.139,2861.922,1.625763993,334.203,0.630934328,3.103592864,3196.125
2.994110044,-2.011087866,36.25692829,1.9986,2.105,2873.25,1.625763993,322.875,0.626931706,3.075275376,3196.125
2.951058747,-2.010050214,36.36670779,1.9988,2.064,2884.625,1.625763993,311.5,0.622645477,3.043508846,3196.125
2.899054678,-2.017350574,36.46467563,1.9986,2.017,2895.985,1.625763993,300.14,0.617943951,3.006127041,3196.125
2.835697414,-2.006835778,36.5846934,1.9986,1.959,2907.344,1.625763993,288.781,0.612796955,2.961514188,3196.125
2.75556251,-2.008492401,36.70562146,1.9986,1.886,2918.719,1.625763993,277.406,0.60721195,2.907440197,3196.125
2.648231278,-2.011528984,36.83636751,1.9988,1.79,2930.063,1.625763993,266.062,0.601175694,2.840036187,3196.125
2.48805408,-2.008153053,36.99461076,1.9986,1.655,2941.469,1.625763993,254.656,0.594687571,2.751786153,3196.125
2.90235645,-0.002193645,37.1254439,0.0006,0,2953.063,1.625763993,243.062,0.587737238,2.630199444,3196.125
2.995504433,-0.003041163,37.08358526,0.0006,0,2964.516,1.625763993,231.609,0.59221012,2.814730433,3196.125
3.056111316,-0.002896021,36.99322697,0.0006,0,2976.016,1.625763993,220.109,0.603753605,2.938660359,3196.125
3.104331933,0.001583982,36.87838134,0.0006,0,2987.485,1.625763993,208.64,0.616696732,3.021508521,3196.125
3.14438647,0.00025622,36.75137461,0.0006,0,2999.016,1.625763993,197.109,0.627253364,3.081729461,3196.125
3.17738002,0.010979301,36.60545755,0.0006,0,3010.5,1.625763993,185.625,0.635028619,3.128468985,3196.125
3.205581353,0.008860931,36.44948105,0.0006,0,3021.969,1.625763993,174.156,0.640671218,3.165756751,3196.125
3.228161554,0.004015606,36.29158688,0.0006,0,3033.422,1.625763993,162.703,0.644942647,3.196620218,3196.125
3.248529934,0.00703493,36.14307089,0.0006,0,3044.922,1.625763993,151.203,0.648139245,3.221789387,3196.125
3.26691276,0.003010826,35.96624856,0.0006,0,3056.516,1.625763993,139.609,0.650727849,3.24346266,3196.125
3.283080635,-0.006303248,35.79521893,0.0006,0,3068.25,1.625763993,127.875,0.65292869,3.262658778,3196.125
3.297431819,-0.003084254,35.6275277,0.0006,0,3079.86,1.625763993,116.265,0.654807846,3.279682759,3196.125
3.311379328,-0.001626104,35.47186548,0.0006,0,3091.531,1.625763993,104.594,0.656419153,3.294787864,3196.125
3.323433194,0.00253113,35.31020153,0.0006,0,3103.141,1.625763993,92.984,0.657909268,3.30894416,3196.125
3.335517244,-0.001148143,35.15748627,0.0006,0,3114.75,1.625763993,81.375,0.659205052,3.321606778,3196.125
3.345335512,-0.004574403,34.98914572,0.0006,0,3126.453,1.625763993,69.672,0.660441269,3.333742115,3196.125
